TAWSuffix,City,State,StreetAddress,Zip,AUTO_UNIQUE_ID_2019-03-19_njbell89_field_site_unm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType
63281,Salina,CA,,,96,USCGeocoder,156.27,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,13302862.3,ArealInterpolationGeometricCentroid,City,30,FeatureClassBased,FlipACoin,,CityCentroid,,,1,36.57431468,-119.6155843,Relaxed;Soundex,TwoThousandTen,70882,2840,,92990,0,23420,3003,3,70.02,19,6,9,Missing
63309,Long Island City,NY,,,97,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7073998.126,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.9006951,-78.67011046,Relaxed;Soundex,TwoThousandTen,41135,1280,,41146,0,15380,3010,3,144,29,36,9,Missing
63323,Millersberg,OH,,,100,USCGeocoder,140.6339,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,780260.965,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.1034754,-84.13090203,Relaxed;Soundex,TwoThousandTen,50358,,,59612,,,4031,4,302,137,39,6,ResidenceCityOrZIPWithOneCensusTract
63354,Northridge,CA,,,101,USCGeocoder,46.8943,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4045664.941,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,37.96455609,-122.3727498,Relaxed;Soundex,TwoThousandTen,52162,7362,36084,93620,0,41860,3019,3,3650.02,13,6,9,Missing
63359,South Windsor,CT,,,102,USCGeocoder,62.5364,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8123356.633,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.68494319,-72.18452284,Relaxed;Soundex,TwoThousandTen,71250,1122,,86790,1,48740,4015,4,8005,15,9,9,Missing
63359A,South Windsor,CT,,,103,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8123356.633,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.68494319,-72.18452284,Relaxed;Soundex,TwoThousandTen,71250,1122,,86790,1,48740,4015,4,8005,15,9,9,Missing
63383,St. Johnsbury,VT,,,105,USCGeocoder,109.3964,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,33868866.93,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.42872262,-72.01153735,Relaxed;Soundex,TwoThousandTen,62125,,,62200,,,1055,1,9575,5,50,9,Missing
63439,Carmel,NY,,,108,USCGeocoder,78.098,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,26911482.06,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.4149412,-73.6854956,Relaxed;Soundex,TwoThousandTen,12532,5602,35644,12529,0,35620,2027,2,115,79,36,9,Missing
63441,Hamburg,MI,,,109,USCGeocoder,62.4979,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1130131.473,ArealInterpolationGeometricCentroid,City,21.42857143,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.10012474,-84.55416355,Relaxed;Soundex,TwoThousandTen,36380,3520,,36400,0,27100,5030,5,64.02,75,26,6,ResidenceCityOrZIPWithOneCensusTract
63443,Lewiston,PA,,,110,USCGeocoder,78.1515,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5310315.863,ArealInterpolationGeometricCentroid,City,45,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.59631557,-77.57300182,Relaxed;Soundex,TwoThousandTen,43000,,,43000,1,30380,1019,1,9609,87,42,9,Missing
63464,Galdwin,MI,,,111,USCGeocoder,62.561,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7563150.727,ArealInterpolationGeometricCentroid,City,38.57142857,FeatureClassBased,FlipACoin,,CityCentroid,,,1,43.9836352,-84.48771318,Relaxed;Soundex,TwoThousandTen,32320,,,32320,,,2032,2,7,51,26,6,ResidenceCityOrZIPWithOneCensusTract
63529,St. Clair Shores,MI,,,113,USCGeocoder,78.1006,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,36979195.98,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.49328203,-82.89219704,Relaxed;Soundex,TwoThousandTen,70760,2162,47644,70760,0,19820,2014,2,2511,99,26,9,Missing
63531,Guilford,CT,,,114,USCGeocoder,62.5089,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5735824.632,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.28168169,-72.67616961,Relaxed;Soundex,TwoThousandTen,35020,5602,,34950,0,35300,2010,2,1901,9,9,9,Missing
63574,Mansfield,MA,,,115,USCGeocoder,62.4783,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7298430.034,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.02249279,-71.21805564,Relaxed;Soundex,TwoThousandTen,38230,1122,,38225,0,39300,3058,3,6101,5,25,9,Missing
63599,Lee's Summit,MO,,,116,USCGeocoder,109.3152,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,48423979.63,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,38.84429994,-90.32122852,Relaxed;Soundex,TwoThousandTen,54352,7040,,41825,0,41180,2024,2,2109.27,189,29,9,Missing
63604,South St. Paul,MN,,,117,USCGeocoder,93.7676,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,15888026.55,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.88741443,-93.04079234,Relaxed;Soundex,TwoThousandTen,61492,5120,,61492,0,33460,2008,2,603.01,37,27,9,Missing
63630,St. Louis,MO,,,118,USCGeocoder,15.6443,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
63642A,auburn,ME,,,120,USCGeocoder,62.5311,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,170265387,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.08514287,-70.24928675,Relaxed;Soundex,TwoThousandTen,2060,4240,,2060,0,30340,1014,1,104,1,23,9,Missing
63656,Irvington,NJ,,,121,USCGeocoder,93.7784,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7589026.799,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.72418535,-74.23178999,Relaxed;Soundex,TwoThousandTen,,5602,35084,34450,0,35620,1000,1,124,13,34,9,Missing
63661,Long Island City,NY,,,122,USCGeocoder,15.6033,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7073998.126,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.9006951,-78.67011046,Relaxed;Soundex,TwoThousandTen,41135,1280,,41146,0,15380,3010,3,144,29,36,9,Missing
63672,Hillside,NJ,,,125,USCGeocoder,78.1918,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7658828.827,ArealInterpolationGeometricCentroid,City,35,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.00729577,-74.04405402,Relaxed;Soundex,TwoThousandTen,31920,5602,35644,31920,0,35620,4016,4,262,3,34,9,Missing
63676,Pawaukee,WI,,,126,USCGeocoder,78.0946,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,54794437.86,ArealInterpolationGeometricCentroid,City,45,FeatureClassBased,FlipACoin,,CityCentroid,,,1,43.0700229,-88.24073313,Relaxed;Soundex,TwoThousandTen,62250,5082,,62250,0,33340,4001,4,2033.06,133,55,9,Missing
63680,Clinton Township,MI,,,127,USCGeocoder,15.6307,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4903707.854,ArealInterpolationGeometricCentroid,City,28.66666667,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.06993607,-83.96860332,Relaxed;Soundex,TwoThousandTen,16480,2162,,16500,1,10300,1019,1,624,91,26,9,Missing
63701,Rocky Mountain,VA,,,128,USCGeocoder,187.4786,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,161774979.1,ArealInterpolationGeometricCentroid,City,25.38461538,FeatureClassBased,FlipACoin,,CityCentroid,,,1,37.52939331,-77.47556818,Relaxed;Soundex,TwoThousandTen,67000,6760,,95291,0,40060,2014,2,413,760,51,9,Missing
63715,DePere,WI,,,130,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,31846117.14,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.43114247,-88.07926407,Relaxed;Soundex,TwoThousandTen,19775,3080,,19775,0,24580,3002,3,102.01,9,55,9,Missing
63734,Morris Plaines,NJ,,,132,USCGeocoder,93.5835,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,836697.3924,ArealInterpolationGeometricCentroid,City,19.23076923,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.98813847,-74.9061445,Relaxed;Soundex,TwoThousandTen,43980,5602,,25320,0,10900,2018,2,311.02,41,34,6,ResidenceCityOrZIPWithOneCensusTract
63762,St. James,MN,,,135,USCGeocoder,140.6308,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,6281413.68,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,43.98343844,-94.62512725,Relaxed;Soundex,TwoThousandTen,57040,,,57040,,,3004,3,9502,165,27,9,Missing
63782,LaVergne,TN,,,138,USCGeocoder,78.1257,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,65310394.63,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,36.02101196,-86.55734106,Relaxed;Soundex,TwoThousandTen,41200,5360,,90150,0,34980,2020,2,401.04,149,47,9,Missing
63795,Arden,NC,,,139,USCGeocoder,62.4603,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,39873633.3,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.95914071,-79.75979485,Relaxed;Soundex,TwoThousandTen,52760,3120,,91096,0,24660,1007,1,169,81,37,9,Missing
63812,St. Joseph,MO,,,141,USCGeocoder,15.6128,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,115963206.9,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.75983122,-94.82092468,Relaxed;Soundex,TwoThousandTen,64550,7000,,77236,0,41140,1005,1,15,21,29,9,Missing
63831,Long Island City,NY,,,142,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7073998.126,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.9006951,-78.67011046,Relaxed;Soundex,TwoThousandTen,41135,1280,,41146,0,15380,3010,3,144,29,36,9,Missing
63848,Lee's Summit,MO,,,143,USCGeocoder,15.6301,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,48423979.63,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,38.84429994,-90.32122852,Relaxed;Soundex,TwoThousandTen,54352,7040,,41825,0,41180,2024,2,2109.27,189,29,9,Missing
63866,Plainville,CT,,,145,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4454605.376,ArealInterpolationGeometricCentroid,City,38,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.67662897,-71.92491693,Relaxed;Soundex,TwoThousandTen,60090,1122,,59980,1,48740,3009,3,9073,15,9,9,Missing
63868,St. Louis,MO,,,146,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
63878,South Windsor,CT,,,147,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8123356.633,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.68494319,-72.18452284,Relaxed;Soundex,TwoThousandTen,71250,1122,,86790,1,48740,4015,4,8005,15,9,9,Missing
63895,St. Paul,MN,,,148,USCGeocoder,93.7539,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,145498914.5,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.94774025,-93.10399583,Relaxed;Soundex,TwoThousandTen,58000,5120,,58000,0,33460,1045,1,428,123,27,9,Missing
63906,Westboro,MA,,,149,USCGeocoder,78.1634,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4933265.336,ArealInterpolationGeometricCentroid,City,35,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.26717597,-71.6168463,Relaxed;Soundex,TwoThousandTen,75050,1122,,75015,0,49340,4010,4,7423,27,25,9,Missing
63918,Branford,CT,,,150,USCGeocoder,62.4874,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5403226.521,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.27740865,-72.81509087,Relaxed;Soundex,TwoThousandTen,7345,5602,,7310,0,35300,2009,2,1841,9,9,9,Missing
63963B,St. Clair Shores,MI,,,151,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,36979195.98,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.49328203,-82.89219704,Relaxed;Soundex,TwoThousandTen,70760,2162,47644,70760,0,19820,2014,2,2511,99,26,9,Missing
63980,Canton,MA,,,152,USCGeocoder,0,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,50797131.02,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.17519337,-71.12650777,Relaxed;Soundex,TwoThousandTen,,740,14484,11315,0,14460,1011,1,4152,21,25,9,Missing
63987,St Marys,PA,,,153,USCGeocoder,31.3517,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
63994,Hartland,MI,,,154,USCGeocoder,62.4948,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,96594842.43,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.64878734,-83.73911925,Relaxed;Soundex,TwoThousandTen,,870,47644,37040,0,19820,1032,1,7131,93,26,9,Missing
63998,St. Petersburg,FL,,,155,USCGeocoder,93.5903,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,357500421.3,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,27.76172935,-82.64293485,Relaxed;Soundex,TwoThousandTen,63000,8280,,93042,0,45300,1029,1,286,103,12,9,Missing
64003,Mt. Clemens,MI,,,156,USCGeocoder,62.4943,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,371350796.1,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,44.72617056,-83.79730483,Relaxed;Soundex,TwoThousandTen,,870,,54740,,,1051,1,9705,1,26,9,Missing
64022,Skaneateles Falls,NY,,,157,USCGeocoder,62.353,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4456197.814,ArealInterpolationGeometricCentroid,City,37.5,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.94578955,-76.42818715,Relaxed;Soundex,TwoThousandTen,67510,8160,,67521,0,45060,3047,3,166,67,36,9,Missing
64095,Randolph,NJ,,,158,USCGeocoder,93.7441,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,54574463.6,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.8434064,-74.58158945,Relaxed;Soundex,TwoThousandTen,,5602,35084,61890,0,35620,1010,1,457.04,27,34,9,Missing
64142,Governeur,NY,,,159,USCGeocoder,78.0913,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5899782.05,ArealInterpolationGeometricCentroid,City,45.55555556,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.33665781,-75.46662311,Relaxed;Soundex,TwoThousandTen,29597,,,29608,1,36300,2023,2,4927,89,36,6,ResidenceCityOrZIPWithOneCensusTract
64160,St. Helens,OR,,,160,USCGeocoder,140.6301,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,14552133.65,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,45.85778431,-122.8159711,Relaxed;Soundex,TwoThousandTen,64600,6442,,92703,0,38900,1028,1,9708,9,41,9,Missing
64163,Windsor,CT,,,161,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,24256148.97,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.92671117,-72.65439456,Relaxed;Soundex,TwoThousandTen,87140,3280,,87070,0,25540,1024,1,4762,3,9,9,Missing
64171,Glen Dale,WV,,,162,USCGeocoder,156.2434,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,3107618.681,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.94665658,-80.75629709,Relaxed;Soundex,TwoThousandTen,31492,9000,,90852,0,48540,1080,1,207.02,51,54,9,Missing
64220,Princess Ann,MD,,,163,USCGeocoder,78.1091,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4617141.471,ArealInterpolationGeometricCentroid,City,39.09090909,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.20559031,-75.69693271,Relaxed;Soundex,TwoThousandTen,64000,,,90076,0,41540,3046,3,9301.01,39,24,9,Missing
64262,Torrence,CA,,,164,USCGeocoder,93.7576,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,53232768.87,ArealInterpolationGeometricCentroid,City,45,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.83459854,-118.341642,Relaxed;Soundex,TwoThousandTen,80000,4472,31084,93380,0,31100,2011,2,6504.01,37,6,9,Missing
64329,Chelmsford,MA,,,165,USCGeocoder,78.0679,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,59788240.87,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.59996392,-71.363119,Relaxed;Soundex,TwoThousandTen,,740,15764,13135,0,14460,1016,1,3171.01,17,25,9,Missing
64357,Plainfield,CT,,,166,USCGeocoder,31.2694,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4454605.376,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.67662897,-71.92491693,Relaxed;Soundex,TwoThousandTen,60090,1122,,59980,1,48740,3009,3,9073,15,9,9,Missing
64360,Enfield,CT,,,167,USCGeocoder,78.1385,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,88617681.15,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.9839643,-72.55475388,Relaxed;Soundex,TwoThousandTen,37770,3280,,25990,0,25540,2016,2,4808,3,9,9,Missing
64521,Chula vista,CA,,,169,USCGeocoder,93.7485,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,137016453.1,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,32.62774333,-117.0143572,Relaxed;Soundex,TwoThousandTen,13392,7320,,92780,0,41740,4001,4,134.14,73,6,9,Missing
64531,Teaneck,NJ,,,170,USCGeocoder,140.653,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,16126815.48,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.89004984,-74.01057102,Relaxed;Soundex,TwoThousandTen,,5602,35644,72360,0,35620,2004,2,545,3,34,9,Missing
64553,Rock Hall,SC,,,171,USCGeocoder,234.2865,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,92936209,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,34.943368,-81.0214512,Relaxed;Soundex,TwoThousandTen,,600,,92886,0,16740,1009,1,601.02,91,45,9,Missing
64618,East St. Louis,IL,,,172,USCGeocoder,156.2828,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,37221235.85,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.61532048,-90.13041434,Relaxed;Soundex,TwoThousandTen,22255,7040,,22268,0,41180,3001,3,5012,163,17,9,Missing
64632,Paxinos,PA,,,173,USCGeocoder,140.5406,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,10308742.46,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.27970801,-75.40165603,Relaxed;Soundex,TwoThousandTen,61774,,,42432,,,1067,1,9614,127,42,9,Missing
64658,Paxinos,PA,,,174,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,10308742.46,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.27970801,-75.40165603,Relaxed;Soundex,TwoThousandTen,61774,,,42432,,,1067,1,9614,127,42,9,Missing
64685,Corona,NY,,,175,USCGeocoder,77.9684,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,35805284.48,ArealInterpolationGeometricCentroid,City,30,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.88124274,-73.00588461,Relaxed;Soundex,TwoThousandTen,18157,5602,35004,10000,0,35620,1002,1,1583.21,103,36,9,Missing
64693,Argyle,MI,,,176,USCGeocoder,78.0829,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,94090023.26,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,43.55000954,-82.93501926,Relaxed;Soundex,TwoThousandTen,,870,,3460,,,1030,1,9703,151,26,9,Missing
64810,Avon,CT,,,178,USCGeocoder,78.1386,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,61103686.71,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.79067429,-72.85383841,Relaxed;Soundex,TwoThousandTen,,1122,,2060,0,25540,2008,2,4622.01,3,9,9,Missing
64817,St. Helens,OR,,,179,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,14552133.65,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,45.85778431,-122.8159711,Relaxed;Soundex,TwoThousandTen,64600,6442,,92703,0,38900,1028,1,9708,9,41,9,Missing
