"","NAME","state","county","county_fips","state_fips","C24030_001","C24030_029","B20005_003","B20005_050","B20005B_003","B20005B_050","B20005I_003","B20005I_050","B23013_001","B23006_005","B23006_012","B23006_019","B23006_026","B19013_001","year"
"207","Marin County, California",6,"041","041","06",125588,58474,45868,30631,1053,786,7165,3536,44.6,7323,11896,26445,65184,87728,2009
"208","Mariposa County, California",6,"043","043","06",8105,3482,2970,2000,62,9,459,134,43.1,485,2204,3121,1566,47808,2009
"209","Mendocino County, California",6,"045","045","06",38188,17942,12533,8376,86,42,2638,1617,43.1,4455,7942,12514,7989,43404,2009
"210","Merced County, California",6,"047","047","06",91808,39687,36084,20560,1030,813,18016,9124,37.8,23106,20425,26100,12425,43848,2009
"211","Modoc County, California",6,"049","049","06",3423,1606,1243,967,16,0,191,104,43.5,260,818,1209,695,34007,2009
"212","Mono County, California",6,"051","051","06",7720,3057,3080,1526,77,0,715,297,40.1,732,1701,1968,1969,51970,2009
"213","Monterey County, California",6,"053","053","06",177061,77442,69487,41693,2350,1278,32919,16712,37.9,43796,31499,42416,37153,59693,2009
"214","Napa County, California",6,"055","055","06",64090,28290,24125,15502,261,274,7262,3014,40.8,8696,10488,17082,18255,68416,2009
"215","Nevada County, California",6,"057","057","06",44978,20735,15347,10081,148,8,1415,625,45.4,1699,8478,15525,14152,58186,2009
"216","Orange County, California",6,"059","059","06",1457089,637437,612996,376538,11522,8076,199420,105765,39.5,194716,225296,373359,491418,73738,2009
"217","Placer County, California",6,"061","061","06",156294,70840,61971,39061,904,788,6581,3499,41.5,7001,24545,52461,51482,73550,2009
"218","Plumas County, California",6,"063","063","06",8926,4350,3051,2456,25,45,185,239,45.6,502,2279,3686,1701,44727,2009
"219","Riverside County, California",6,"065","065","06",849877,373393,351634,212994,18658,16496,150991,76680,38.8,136864,192015,255285,168364,58155,2009
"220","Sacramento County, California",6,"067","067","06",624716,300867,230775,180780,16901,17418,43314,27715,38.8,55649,115985,206573,183025,56799,2009
"221","San Benito County, California",6,"069","069","06",25632,11187,10234,5948,147,84,5065,2681,40.3,6041,5126,7491,4340,68567,2009
"222","San Bernardino County, California",6,"071","071","06",821557,364136,350510,210829,23843,22501,160144,84339,38.2,129313,189811,250134,154311,55461,2009
"223","San Diego County, California",6,"073","073","06",1372121,628216,602574,377214,29084,19873,166589,96763,38.3,141993,219021,382200,464580,62901,2009
"224","San Francisco County, California",6,"075","075","06",443142,204399,171693,127631,6642,5318,25274,13779,37.4,35353,49365,81253,252025,70040,2009
"225","San Joaquin County, California",6,"077","077","06",269681,120216,106733,68611,6066,5436,37524,19151,39,44332,64383,85843,49158,54540,2009
"226","San Luis Obispo County, California",6,"079","079","06",121847,56738,41463,26411,414,319,7558,4113,38.8,8170,17951,34962,31108,55555,2009
"227","San Mateo County, California",6,"081","081","06",356270,161705,144578,98938,3725,3043,33855,18975,41,29029,51249,86657,154933,84426,2009
"228","Santa Barbara County, California",6,"083","083","06",185312,83520,69796,39423,1434,741,28341,13246,37.7,25061,24305,43948,47702,59350,2009
"229","Santa Clara County, California",6,"085","085","06",838792,359260,361636,212214,8700,6145,87256,48918,39.1,82929,119107,194247,371698,85569,2009
"230","Santa Cruz County, California",6,"087","087","06",126580,57890,42451,25055,460,206,11416,5862,40.2,13708,15379,31478,43274,64349,2009
"231","Shasta County, California",6,"089","089","06",73095,35356,25169,19402,112,189,2417,839,41.8,5545,16429,28387,15257,44755,2009
"232","Sierra County, California",6,"091","091","06",1613,811,619,362,0,0,135,50,47.1,97,551,608,311,53750,2009
"233","Siskiyou County, California",6,"093","093","06",17455,8376,5785,3673,40,26,568,255,45.2,1248,3836,6803,3869,37938,2009
"234","Solano County, California",6,"095","095","06",182675,86457,71894,50267,7829,7569,15259,8282,40,15194,36152,64659,44706,67920,2009
"235","Sonoma County, California",6,"097","097","06",230099,106244,87023,55140,1460,792,22127,9683,41.5,25221,40720,69819,65397,63848,2009
"236","Stanislaus County, California",6,"099","099","06",206078,90411,83215,49392,1661,1557,31469,14606,38.6,35018,51308,63398,35416,51529,2009
"237","Sutter County, California",6,"101","101","06",37853,17295,14334,8805,367,154,3577,1610,39.2,5352,8164,12692,7420,52155,2009
"238","Tehama County, California",6,"103","103","06",23266,11096,8453,6350,83,0,1952,846,41.5,3216,5751,8256,3419,36949,2009
"239","Trinity County, California",6,"105","105","06",4981,2601,1389,1161,30,0,50,46,45.1,249,1137,2088,1030,35551,2009
"240","Tulare County, California",6,"107","107","06",160907,67980,67636,39553,725,778,36059,18004,37.9,40285,34616,45954,22050,43164,2009
"241","Tuolumne County, California",6,"109","109","06",21466,10232,7210,5137,28,0,352,433,43.9,1155,5375,8242,3732,48354,2009
"242","Ventura County, California",6,"111","111","06",377504,166743,157354,95079,3289,2274,55114,30586,40.8,49994,61985,106218,109357,74828,2009
"243","Yolo County, California",6,"113","113","06",89096,42732,29760,21689,547,413,8595,5305,35.5,8414,14146,18198,28440,56232,2009
"244","Yuba County, California",6,"115","115","06",26764,12262,11222,6870,287,227,2236,1194,36.7,4265,6766,9870,3615,46410,2009
"245","Adams County, Colorado",8,"001","001","08",209342,91930,90821,59527,2511,1624,29264,15148,37.5,28623,55262,60816,42593,55258,2009
"246","Alamosa County, Colorado",8,"003","003","08",6531,3206,2141,1683,0,0,835,663,37,511,1182,1642,1577,32362,2009
"247","Arapahoe County, Colorado",8,"005","005","08",279639,130623,112445,82440,9753,7331,17231,9997,40,19664,48999,75638,99582,58968,2009
"248","Archuleta County, Colorado",8,"007","007","08",3947,1366,1153,749,0,0,246,152,39.8,226,606,879,742,54909,2009
"249","Baca County, Colorado",8,"009","009","08",1829,919,680,540,0,0,37,88,43.3,98,424,583,333,33504,2009
"250","Bent County, Colorado",8,"011","011","08",1885,794,1067,490,33,0,135,146,39.4,138,591,712,436,35647,2009
"251","Boulder County, Colorado",8,"013","013","08",156646,70308,56644,34257,488,189,6794,3592,38.5,7067,15006,28653,77078,65040,2009
"252","Broomfield County, Colorado",8,"014","014","08",29166,13156,11979,7944,100,53,1139,587,39.8,967,5020,8411,11690,76240,2009
"253","Chaffee County, Colorado",8,"015","015","08",7566,3405,2547,1891,45,0,130,92,43.6,459,2043,2068,2029,42808,2009
"254","Cheyenne County, Colorado",8,"017","017","08",828,336,397,191,0,0,19,15,44.8,24,190,247,168,46313,2009
"255","Clear Creek County, Colorado",8,"019","019","08",5414,2648,1973,1587,0,0,81,112,45.6,160,1150,1666,2083,62823,2009
"256","Conejos County, Colorado",8,"021","021","08",3324,1597,1161,835,0,5,564,484,41.8,237,1089,919,571,33141,2009
"257","Costilla County, Colorado",8,"023","023","08",1129,490,371,180,0,6,243,125,46.3,175,318,269,180,23041,2009
"258","Crowley County, Colorado",8,"025","025","08",1862,681,1111,460,111,0,257,68,37.5,254,294,462,273,35494,2009
"259","Custer County, Colorado",8,"027","027","08",1616,711,614,473,0,0,0,38,46.3,36,403,516,404,44713,2009
"260","Delta County, Colorado",8,"029","029","08",13136,5904,5197,3058,45,0,676,242,44.1,1157,3639,3823,2353,40658,2009
"261","Denver County, Colorado",8,"031","031","08",302231,135540,118484,83769,8292,7979,36648,18392,35.9,35430,50425,63795,123200,45438,2009
"262","Dolores County, Colorado",8,"033","033","08",826,388,336,239,0,0,6,0,44.5,63,395,204,107,41961,2009
"263","Douglas County, Colorado",8,"035","035","08",143707,64887,62940,39022,1087,637,3950,2413,40.8,2208,16098,39143,73313,99522,2009
"264","Eagle County, Colorado",8,"037","037","08",31294,12989,13303,7814,0,0,3182,1573,37.7,2820,5496,6102,13346,69139,2009
"265","Elbert County, Colorado",8,"039","039","08",12226,5523,5133,3213,36,0,266,113,44.9,331,3163,4382,3323,74345,2009
"266","El Paso County, Colorado",8,"041","041","08",273169,128390,122275,76648,7634,4018,13751,7622,39.4,13071,50490,83256,90585,56570,2009
"267","Fremont County, Colorado",8,"043","043","08",15487,7432,7058,4425,207,0,582,192,41.8,866,4581,4863,3268,37852,2009
"268","Garfield County, Colorado",8,"045","045","08",28730,12621,11042,6635,56,19,2356,890,39.4,3097,6847,8215,6468,64837,2009
"269","Gilpin County, Colorado",8,"047","047","08",3039,1448,1261,948,0,19,73,18,45.3,115,922,844,1068,55455,2009
"270","Grand County, Colorado",8,"049","049","08",8007,3623,3206,2333,16,21,138,74,41.8,265,1980,2606,1731,58981,2009
"271","Gunnison County, Colorado",8,"051","051","08",8972,3878,2942,1604,29,0,170,81,34.2,328,1402,1678,2983,44577,2009
"272","Hinsdale County, Colorado",8,"053","053","08",396,218,168,100,0,0,0,0,33.8,5,112,158,28,53750,2009
"273","Huerfano County, Colorado",8,"055","055","08",3101,1274,1409,645,48,0,318,165,43.5,177,890,1002,785,31136,2009
"274","Jackson County, Colorado",8,"057","057","08",703,300,296,198,0,0,2,10,47.4,26,157,224,144,32788,2009
"275","Jefferson County, Colorado",8,"059","059","08",283476,132498,112519,78835,1329,559,12696,9108,42.1,13995,51243,80892,102797,65891,2009
"276","Kiowa County, Colorado",8,"061","061","08",839,427,333,210,0,0,0,0,45.3,15,171,270,165,42422,2009
"277","Kit Carson County, Colorado",8,"063","063","08",4047,1759,1842,951,26,0,325,118,40.9,503,993,1202,532,40754,2009
"278","Lake County, Colorado",8,"065","065","08",4258,1792,1459,843,0,0,438,233,39.3,587,1019,1481,892,39147,2009
"279","La Plata County, Colorado",8,"067","067","08",27802,13098,9653,6452,31,36,1037,461,39.3,950,4449,6923,9620,53713,2009
"280","Larimer County, Colorado",8,"069","069","08",152369,70065,55484,34913,599,111,4797,2878,37.2,5653,22564,37055,53767,54755,2009
"281","Las Animas County, Colorado",8,"071","071","08",6586,2877,2701,1563,14,0,895,549,40.9,497,1319,2516,1308,37587,2009
"282","Lincoln County, Colorado",8,"073","073","08",2074,914,1102,601,83,0,83,31,42.7,79,648,640,426,39572,2009
"283","Logan County, Colorado",8,"075","075","08",9909,4587,4243,2532,155,0,468,213,40,789,2368,3316,1535,39992,2009
"284","Mesa County, Colorado",8,"077","077","08",67645,31816,25059,17427,166,28,2464,1690,40.2,4133,16889,19817,15840,50611,2009
"285","Mineral County, Colorado",8,"079","079","08",461,199,158,73,0,0,0,0,51.3,0,179,74,126,52153,2009
"286","Moffat County, Colorado",8,"081","081","08",7264,3126,3257,1948,0,0,627,264,41.6,542,2578,2222,954,53723,2009
"287","Montezuma County, Colorado",8,"083","083","08",11626,5546,4224,3001,0,0,346,198,42.6,872,3267,3351,2751,43697,2009
"288","Montrose County, Colorado",8,"085","085","08",18010,8247,7099,4447,58,0,976,743,42.8,1947,5222,4810,3632,44922,2009
"289","Morgan County, Colorado",8,"087","087","08",12563,5275,5551,2926,10,0,1883,952,40.4,2087,3501,3366,1940,43317,2009
"290","Otero County, Colorado",8,"089","089","08",7328,3579,3026,2219,52,0,1082,703,42.1,841,1916,2348,1431,32149,2009
"291","Ouray County, Colorado",8,"091","091","08",2299,1168,704,654,0,0,36,11,47.5,130,378,719,825,58836,2009
"292","Park County, Colorado",8,"093","093","08",8727,3956,3886,2573,0,0,294,145,45.1,585,2228,2757,2603,60186,2009
"293","Phillips County, Colorado",8,"095","095","08",2021,870,835,507,4,0,125,52,42.5,267,536,614,295,39830,2009
"294","Pitkin County, Colorado",8,"097","097","08",9821,4243,3595,2113,0,0,452,153,42.6,409,1128,2249,4894,62318,2009
"295","Prowers County, Colorado",8,"099","099","08",6300,2728,2641,1508,35,0,965,410,40.4,848,1520,1683,1137,35166,2009
"296","Pueblo County, Colorado",8,"101","101","08",65164,31149,24664,17863,216,137,8682,6327,40,4658,15842,22646,14525,40805,2009
"297","Rio Blanco County, Colorado",8,"103","103","08",3360,1537,1330,853,0,0,65,6,41.8,175,774,1019,640,54812,2009
"298","Rio Grande County, Colorado",8,"105","105","08",4861,2481,1645,1010,0,0,511,292,42.1,370,1316,1484,983,39683,2009
"299","Routt County, Colorado",8,"107","107","08",14507,6128,5506,3224,13,0,232,85,40.1,373,2546,4007,5749,64046,2009
"300","Saguache County, Colorado",8,"109","109","08",3129,1317,1177,508,0,0,507,155,42,630,869,653,589,29523,2009
"301","San Juan County, Colorado",8,"111","111","08",512,150,239,94,0,0,53,0,39.8,16,122,116,179,44336,2009
"302","San Miguel County, Colorado",8,"113","113","08",4986,2162,1706,940,0,15,141,83,38.6,279,800,1421,2110,60457,2009
"303","Sedgwick County, Colorado",8,"115","115","08",1035,440,405,236,0,0,14,12,43.8,65,265,342,169,37792,2009
"304","Summit County, Colorado",8,"117","117","08",17691,7133,6769,3621,52,0,1012,387,35.4,741,3611,3729,6918,67329,2009
"305","Teller County, Colorado",8,"119","119","08",10956,4994,4319,2761,0,0,184,100,46.9,380,2447,3598,3519,56686,2009
"306","Washington County, Colorado",8,"121","121","08",2421,1036,1053,596,0,0,85,50,43.1,236,538,690,427,38818,2009
"307","Weld County, Colorado",8,"123","123","08",120285,54382,50886,31633,256,47,11464,6320,37.8,12894,26413,34609,30257,55795,2009
"308","Yuma County, Colorado",8,"125","125","08",4388,1864,1964,1161,0,0,433,102,41.5,608,1059,1276,800,39945,2009
"309","Fairfield County, Connecticut",9,"001","001","09",434667,199187,174339,115800,12335,15246,25904,16343,41.7,31133,83322,84319,184041,81114,2009
"310","Hartford County, Connecticut",9,"003","003","09",432283,211482,166457,126445,15615,16852,17340,14025,41.3,28067,100635,105736,145968,62829,2009
"311","Litchfield County, Connecticut",9,"005","005","09",99897,47478,39663,24795,469,342,1048,488,43.8,4522,25269,26041,31063,69561,2009
"312","Middlesex County, Connecticut",9,"007","007","09",86437,41707,34417,24193,1185,1274,1379,974,42.7,3364,18361,22119,32022,74965,2009
"313","New Haven County, Connecticut",9,"009","009","09",420526,204865,159917,118225,13738,15171,17744,12062,40.5,24475,105902,100806,137139,61234,2009
"314","New London County, Connecticut",9,"011","011","09",132784,64390,54854,36605,2437,1952,2861,1668,41.3,6084,34531,33181,40042,65120,2009
"315","Tolland County, Connecticut",9,"013","013","09",79331,37671,29577,18743,528,542,899,412,40,2337,15003,18596,25524,76498,2009
"316","Windham County, Connecticut",9,"015","015","09",59336,29333,22016,16303,141,245,1471,953,40.2,5316,18792,14935,12847,57427,2009
"317","District of Columbia",11,"001","001","11",291830,149888,108653,104635,42475,51838,11462,7416,36.9,24108,46474,46790,149209,56519,2009
"318","Kent County, Delaware",10,"001","001","10",68377,33975,28889,21509,5372,4457,1161,557,39.2,6313,20120,18672,13585,52016,2009
"319","New Castle County, Delaware",10,"003","003","10",262223,127691,102386,81841,16758,20273,7853,3914,39.5,16619,63246,66639,84229,63160,2009
"320","Sussex County, Delaware",10,"005","005","10",82661,39136,32085,24653,3720,3927,2404,881,42.3,7950,25467,20478,16752,50537,2009
"321","Alachua County, Florida",12,"001","001","12",114090,55233,38421,29616,6309,6561,2967,1571,31.9,4709,15581,23423,35440,39345,2009
"322","Baker County, Florida",12,"003","003","12",9983,4739,4452,3152,228,458,184,20,38.7,1129,4000,2436,835,46315,2009
"323","Bay County, Florida",12,"005","005","12",74511,36582,31494,22505,2683,2821,1190,678,39.7,6251,20242,23532,14229,46240,2009
"324","Bradford County, Florida",12,"007","007","12",11026,4796,4575,3144,811,456,52,52,41,998,4372,2883,1350,40519,2009
"325","Brevard County, Florida",12,"009","009","12",236297,109546,95428,64938,7559,6774,6849,4230,42.8,13376,54147,77019,63510,49114,2009
"326","Broward County, Florida",12,"011","011","12",859222,408092,340594,262625,69013,70672,88437,59293,41,68627,208182,240030,260624,51731,2009
"327","Calhoun County, Florida",12,"013","013","12",4330,2142,1699,1311,231,189,49,9,35.9,538,1659,1000,508,29642,2009
"328","Charlotte County, Florida",12,"015","015","12",57358,27668,20184,16050,853,1153,1170,764,44.8,4029,16972,18165,10501,44639,2009
"329","Citrus County, Florida",12,"017","017","12",46583,23076,16773,13556,592,514,792,517,44.4,4499,16141,13754,7752,37807,2009
"330","Clay County, Florida",12,"019","019","12",84422,39588,35311,24360,2647,2986,2204,1410,40.7,5103,21933,28277,18607,60352,2009
"331","Collier County, Florida",12,"021","021","12",132099,55879,53899,33710,2655,2220,18512,6927,41.6,19325,32095,30394,31212,58133,2009
"332","Columbia County, Florida",12,"023","023","12",26130,11988,10517,7746,1818,943,476,143,40.2,2888,8300,8189,3992,39078,2009
"333","DeSoto County, Florida",12,"027","027","12",13508,4275,6762,2506,404,438,3794,537,35.9,4625,3236,2299,1197,37226,2009
"334","Dixie County, Florida",12,"029","029","12",4894,2194,2131,1337,159,83,12,0,40.2,413,1553,1324,332,31426,2009
"335","Duval County, Florida",12,"031","031","12",408062,200349,165349,132465,37235,40467,11393,7104,38.6,30115,103731,123386,103117,49135,2009
"336","Escambia County, Florida",12,"033","033","12",128212,64163,52486,40035,7217,8975,2113,1080,37.8,9160,30856,39832,29397,43148,2009
"337","Flagler County, Florida",12,"035","035","12",34010,16261,12892,9829,813,1151,890,651,43.9,2036,9078,12360,7005,47573,2009
"338","Franklin County, Florida",12,"037","037","12",4628,1977,1776,901,195,40,37,40,43.2,669,1806,976,702,38436,2009
"339","Gadsden County, Florida",12,"039","039","12",17540,8653,7117,6345,3158,3523,1011,268,41.8,2606,6430,4767,2246,35423,2009
"340","Gilchrist County, Florida",12,"041","041","12",7240,3191,2687,1984,51,96,63,66,39.9,588,2916,1681,641,41048,2009
"341","Glades County, Florida",12,"043","043","12",4157,1881,1675,1394,72,125,394,110,41.4,947,1180,1030,482,39260,2009
"342","Gulf County, Florida",12,"045","045","12",5742,2609,2312,1532,142,122,0,33,43.1,707,2027,1549,909,38574,2009
"343","Hamilton County, Florida",12,"047","047","12",4203,2077,1746,1440,408,479,215,50,41.8,762,1648,1222,486,35632,2009
"344","Hardee County, Florida",12,"049","049","12",10974,3734,5327,2418,287,76,2722,598,35.5,3524,2939,2037,1104,38865,2009
"345","Hendry County, Florida",12,"051","051","12",15768,5846,5962,3715,260,536,3107,1175,36.3,5238,4805,2415,1240,37354,2009
"346","Hernando County, Florida",12,"053","053","12",60192,29124,22788,17288,957,804,2124,1702,42,5103,19477,19948,9896,42457,2009
"347","Highlands County, Florida",12,"055","055","12",33920,15026,13261,9390,1092,1164,3669,1196,41.2,5965,9545,8864,4680,33902,2009
"348","Hillsborough County, Florida",12,"057","057","12",566054,265515,233673,171790,28745,29127,54398,31650,38.8,49631,132093,154006,164099,49594,2009
"349","Holmes County, Florida",12,"059","059","12",6896,3183,2727,2059,119,48,22,24,39.8,899,2946,1320,762,33868,2009
"350","Indian River County, Florida",12,"061","061","12",54553,25201,20499,14879,1199,1773,2852,897,43,6680,13460,15462,11951,46550,2009
"351","Jackson County, Florida",12,"063","063","12",16694,7932,6916,5332,1187,1230,238,107,38.8,1226,4746,5814,2838,36442,2009
"352","Jefferson County, Florida",12,"065","065","12",5945,2903,2266,1788,584,645,26,26,44.3,513,1914,1493,1145,44011,2009
"353","Lafayette County, Florida",12,"067","067","12",2952,1209,1137,792,50,51,40,9,35.7,395,1061,736,264,46551,2009
"354","Lake County, Florida",12,"069","069","12",115360,53527,45072,32118,2722,3325,5943,2944,42,10177,32954,35470,21984,44837,2009
"355","Lee County, Florida",12,"071","071","12",249960,114482,100006,70685,6023,6449,19702,9674,41.4,24726,67072,71089,55866,50362,2009
"356","Leon County, Florida",12,"073","073","12",134221,67481,44731,39990,10744,12887,1770,1498,33.3,6237,17878,27078,44087,42889,2009
"357","Levy County, Florida",12,"075","075","12",15324,7261,5907,4205,446,372,486,205,41.5,1642,5513,4383,1921,35294,2009
"358","Liberty County, Florida",12,"077","077","12",3202,1335,1491,695,6,10,7,0,34.8,281,1039,482,352,39583,2009
